,tweet,sentiment
1365,رفض طعن ضد شفيق دل علي ان دفع ب رئاسه تزوير لا وجب ان تستدرج ثوره معرك معروف نتيجة سلف بد من عزل شفيق محاكمة,negative
1366,فيليكس عند صعد فضاء خارجي استغرق ساعة هبوط استغرق دقيقة حافظ علي ماوصلت إلى من نجاح ما أسرع نزول,
1367,فودافون رايح بين علي مصنع كرسي ود قم استهبال علمي,negative
1368,رباعي انقلاب ود ربيع عزباوي عطي ضيف قنا جزيره مباشر اتمسح ب أرض كل دولار حطو في جيب,negative
1369,مقدرشانسي حني أم,
1370,لس يا كلب لسان طالع لس خطف م شارع طلعتحرب,negative
1371,تذكر يوم أن من كان رب مع من على توكل على يا رب كل رب عدل يا ربان من قال مبارك شعب مصر,
1372,أخ كتب انجليزي عشان يستقوا خارج مافيهاش مشكل لكن لو أنت عمل كد أبقى عميل,negative
1373,اعرفوهم انقلابمصر يسقطحكمالعسكر داخليهبلطجيه حريه معاذ إبراهيم محمد حسين سن طالب قاهره عين شمس,negative
1374,توفيقعكاشه قال علي هيف ولي ناشف امال حي درديري بتاع دي أي يافلاح ميت غرق ياحماررر,negative
1375,كسر حاجز خوف دستور أجهض حق و حرية هو دستور أسقط يوم قبل غد قوة في إرادة,negative
1376,ياجماعه أنا اقترح كان اسم برنامج أجمل رنوش عمر لي موافقني عمل ريتويت مولدالاعلاميهالساحرهرناسماحه,positive
1377,علم مهرجان قاهره هو مهرجان عربي وحيد لي متضنف درج أ درج أولى عنى لي حصل ده هيضر تصنيف ده أكيد,
1378,اسأل برادعي عن فعل في عراق باسمطلعحرامي,negative
1379,هو توفيق عكاش مش راح عرص لي انتخبوالعرص,negative
1380,مرسي اتصل وزير طيران أخبر أن نجل شاطر استقبل وفد تركيا صفة تابع مجلس وزير,
1381,بيان جيش واضح لا مجال حديث عن انقلاب عسكري إلا من كذاب إخوانمرسي استهان شعب قرر أن كان رئيس عشير فقط أسقط شعب,negative
1382,خطور تصويت أمن شفيق لو تأكد حدوث ان سلاح تم استعمال في إعاده أتى نتيجه مرجوه دون تزوير في صندوق واجب ان تحقق فور,negative
1383,فتن منيا أثبت أن هناك من حاول عبث وحد هذا بلد محمي عن الله يقظ أبناءهتحقيق فوري عدال ناجز اطمأن شعب دولة قانون,neutral
1384,كل وحد تصويري في شتا ل فات قسم أوريزونتي أسكن أمل رغبه في تغير,
1385,ندو دكتور عمرو حمزاوي عنوان ثوره بعد عام من نحى جمع موافق فبراير جزءالسادس,
1386,سيسيرئيسي بعد تصريح اخيره حامد صباح تأكد ان ليس كائن بشري عادي هو كائن فضائي وسيعودلهيئته فضائيه يوم ما,neutral
1387,هنا في نيويورك صفحه أولى من نيويورك تايمز جايب صورة مرسي في خطاب عنوانمرسي تعهد اطلاق سراح ارهابيعني عمر عبد رحمن,
1388,في حد إبن حلال عمل فيديوه توع ناس جنب بعض عشان أبطل مغالط قال ده نفي في فيديو تانيإتفضلوا فيديو هوى,neutral
1389,ل,neutral
1390,مصرالليله رئيس جناية جيزه قضاء حكم ورقة لا علاق ل سياسه حكم إعدام لن تغير,
1391,مصيبه لي تقرب من رب أحسن من نعمة لي تنسيك فضل,neutral
1392,عسكر سيطر ظلم اتجبر شر حضر ع حد زي فراخ ع حريم يتشطر عسكركاذبون,negative
1393,شعبيردتحيهالرئيس انتخبوالعرص مصرالليله إنصافالاخوان يمهلولايهمل مرسيرئيسي اشتونقاتله,neutral
1394,ان نزل لواء من مكتب قاتل عصابة ارهابيه وسط جندي فيستشهد دليل علي شجاعة تفاني في حماي بلد رحم الله شهيد لواء نبيل راجي,positive
1395,رحم الله جمال ب أتاح مكتبة ضخمه في عباسيه شب حرص علي مساعدتهمالمكتبه عنوان شارع جيش قاهره أتمني أن ظل عمل بعد,positive
1396,رب دعاء خالص صادق رفع إلى سماء جلب ل خير و أتى فرج و أزال هم يا رب,positive
1397,سر نشأ سيسي داخل حار يهودي قاهره جمهور سيسي انتخبوالعرص سيسيهودي مصر انقلا,negative
1398,صعب ابع حاج تان وهريتويت إن مثال رأسماليه فاشي ده مش معا,negative
1399,لو أقدر اخلي جنب ع طول,positive
1400,انقلاب قتل سور في بحر قبل ان دخل علي الفلسطينين من جو مصري ذاق كل صنف,negative
1401,يا مقرف ده في محجب تم تحرش بي دي لو لابس درع حرب من عصر وسطي حيتحرشوا خوذه عيب في يا معفن,negative
1402,قاوم كان شوكه في حلق تنين أرهب دبابة عزل سكين جنين,neutral
1403,فرقة بين مليون يوم مليون غير إن محل كان فاتح تبيع أكسب في محيط رابع عدويه خلاف محل,neutral
1404,تحي تقدير لور اسحاق أبقى دائم رمز شجاعه وطنيه إنكار ذات ثوره مدين ل كثير,positive
1405,أنا مش حارق دم غير إن مدعو عدليمنصور مصدق نفس إن رئيس,negative
1406,ادعى الي إتفاق قوي إسلاميه ليبراليه يساريه علي تداول سلط في إطار التزام مبدأ شريعه إسلاميه مصدر أساسي تشريع,neutral
1407,عيدالعمال احتفل بعيد عامل أي بطاله قال دينيس كوشينيتش بطاله سلاح دمار شامل بطاله,
1408,يونغ يانغ أشبه رئيس كوريالجنوبيه عاهر و أوباما قائد كوريالشماليه أمريكا عالم,
1409,قافله سار و كلب تردح,neutral
1410,راقيل ما بيقريش ورا ست الي طال فيفيعبده الي قال,
1411,ناخد من رسول على صلاه سلام قدو ما كان يشتمو كان هو كمان شتم تفتكر كان زمان وذين,neutral
1412,كلمهتستحقالتأمل عشارق,
1413,اما ان توافق اخوان علي قتل ناس تعذيب إحراق كنيسة تخريب بلد اما ان يعتبرو شامتالدم مصري كل حزن جد لكن اخوان مجرم,negative
1414,إلى شريك شفيق في مشروع رئاسي فاشل عيب على تعاون مفضوحتزويركما فج,negative
1415,إن مؤمن إخو علي شعار رابع خلف زعيم أردوغان في منظر لا أروع مرسيرئيسي,positive
1416,علي سبيل آآدمان قاتل ميرندآتفآح شيكولآآته شيبسي لو أحب حآآج في آآيك,
1417,أدهم نابلسي قدم مفاجأ جمهور عبر هي منغني هيكمنغني مايادياب أدهمنابلسي سوريا سوري فن,
1418,علاء أسواني كتب مقال أسبوعي عنوان ست خطوة تمكين ينشرصباح غد في جريد مصري يوم,
1419,ما ان كتب حمل تمرد حتي انهمر على شتيمة اخوان عصب متعب من تدفق توقيع سحب ثقة من مرسي سوف هزم ثوره الذي خنتموها,neutral
1420,قص رائع من سير عمر ابن عبدالعزيز أمير مؤمن عمربنعبدالعزيز,
1421,ندو برلمان مصري أول بعد ثوره جامع الامريكيه قاهره يناير,
1422,الله يانجم إن وحيد لي ما أغنى مصر صدق رب حمى مبروك عيدتحريرسي,positive
1423,دين اخواني بتاعكوا مافيهوش لا سخر قوم من قوم عسي ان كان خير من اح مسلم عند كد ف,
1424,عمروسلامه ما فارق بين دولة أخ دولة عيب,
1425,حقار صحيف فجر أو فجور علاء صادق اشترى منزل في كره اتخذ قطر وطن عند كذب كما تنفس,negative
1426,زاهر ده كنز من كنز مصر علاء جمال مبارك وراء نجاح دور حوض نيل,positive
1427,الليرافضينالسيسيرئيسبيعملوافولوالبعض مرسيرئيسي انتخبوالعرص سيناءخارجالتغطيه سأنتخبالسيسي,
1428,شاب أخ معنى باسمطلعحرامي برادعيطلعجاسوس,negative
1429,فيديو زياد عليمي ل برادعي لي أقولوه هيمشي جو ائتلاف شاب ثوره تفصيل فيديو علي رابط,
1430,مصر دولة بنت ناس بس زمن معاكس مادهلاولي,neutral
1431,بعد هو في حد أفشل رئيس غير كذب إخلاف وعودكثير من لي سمى ثور مضاد كان بيحترموه وبيتمنوا ل نجاح قبل أن استبد,negative
1432,ختام اكتشف شاب أخ قريب أن دم استخدم ورقة تفاوض ضمان مكسب جماع ماليه استمرار بقاء قيادة علي كرسي ملطخه دم,neutral
1433,كل قاد انقلاب حكومه داخليه إعلام الذي اتهم اخوان استخدام دين هم أكثر ناس استخدام ل,negative
1434,سواق ميكروباص مؤدب,positive
1435,كيف تشدق هذا دستور,neutral
1436,جاوب يا حمدين علي ال ده أ سيسي مجرم و سأحاكمه سيسي قائد عظيم و لن احاكمه جحمدين عبيط و عمر ما,neutral
1437,تابعني اتابعك مصر السعوديه منير عن,
1438,حمدينعاوزيحاكمالسيسي دا مش كلام ياناس ده اتفاق حمض مع اخوان مصيب لو استبدل اهبل عبيط سأنتخبالسيسيومشهنزللمستواك,neutral
1439,في فن من أرقى فن في عالم تعلم من حبيب مصطفى إن فن تجميع قلب تعالى تعرف علي فن ده و,positive
1440,عند تحدث بنت مهندس أخ خيرتالشاطر,
1441,كابوري لبان يوسف رجل معنى كلم جد شاب جدع جد درو أكمل لنتركعامهقائدهامحمد,positive
1442,لا جاز في مصر ثوره أن حرم وطني شريف أي من حق سياسيه سواء حكم ظالم في عهد بائد أو تحت دعاوي احتاج توثيق,neutral
1443,خف ع راجل يا جماع ده كد بقي خلاص سامي هينام,neutral
1444,شكر تقدير حكوم ببلاوي علي تبادل دعم مشروع بين مصر إمارة,positive
1445,سياسه شرعيه الذي عمل ب سلفي في بلد حرم مزور مكذوب علي إسلام وان صفق ل كبير عالم اتحد في ذلك,negative
1446,اتهم عصام عريان حزب حريه عداله إحداث فتن قتل إصاب مصر,negative
1447,جيل حالي مثقف متفتح حسن هم ناس سادهالمحترمون,positive
1448,أنا حب رقاص هما فوق راسي أنت نجس أصل يا انتخبوالعرص,negative
1449,طاق مبارا أرسنال و نيوكاسل,
1450,ده الي جانب والد الله رحم والد أخ أخت كل دولة مهندس أنا بس إختار كان بط سوده,neutral
1451,حلو ما تحرق مقر بقي حيبقي ده رد فعل علي تويبس لي بيعارضوا عنف رض,neutral
1452,يوم عيد ميلاد دكتور برادعي ثوره مصريه مر حظ حرج ثوره انتظر من من كثير كل سن أنت طيب يا دكتور محمد ثوره مستمر,neutral
1453,مازال في إنتظار إعلان عن تحقيق مع رأس أكبر نظام هل إقتصر فساد علي قيادة صف ثاني,neutral
1454,انتخبوالبرص مشكل,negative
1455,أهطل صف مش شتيم,neutral
1456,ليس ضد قانون تظاهر لكن ضد تجريم تجمع سلمي سادهالمحترمون,neutral
1457,الليرافضينالسيسيرئيسبيعملوافولوالبعض مرسيرئيسي انتخبوالعرص سيناءخارجالتغطيه سأنتخبالسيسي,neutral
1458,عند استمر قضاء في تحقيق في بلاغ عبث هدف الي تشويه معارض انتهى دون معاقب مقدم نحن ننضم إمتياز الي قائم نظم بوليسيه,negative
1459,لعب قديم مجلس قضاء رشح رئيس بضع أسماء رئيس يري أكثر طاع قام أعان مرسي حذا حذو مبارك ألقى مصير دستور باطل,negative
1460,دولة بوليسيه لن عاد,neutral
1461,أقسم الله عظيم علي أن لا اعترف حظ واحد إنقلاب عسكري أن لا توقف عن مقاومة و أن لا هنأ أو استقر حكم مصر إنقلاب,neutral
1462,تحي من حفظ مصر كرامة رئيس حسني مبارك و أنور سادات رجل قوة مسلحه الذي استشهد تحريرسيناء,positive
1463,في مصر توافق ناصري سعودي في موقف ضد اخوانوفي سوريا أول دعم حليف بشار ثاني يسعي لإطاحتهنفاق سياسي فج,neutral
1464,بساط هذا دستور بنون علي باطل ذلك هو حتم قاد إلى باطل مرسي كذب علي مصر من أجل تمرير هذا دستور لا أمكن أن أفلح من كذب أبد,negative
1465,مرسي مثل مبارك عين رئيس أجهزه رقابيه هل استطاع رئيس جهاز رقابي عين مرسي ان اعترض علي ميزان رئاسه أو تمويل اخواندستوركم باطل,negative
1466,ودع يوم فقيد صحاف مصريه صاحب كلم حر أستاذ سلام أحمد سلام إلى مثوى أخير هذا أقل ما أمكن أن قدم قلم محترم,positive
1467,كيف تصور أخ أن هتاف مرسي ورى رجل كان مجدي مع شعب لدى خبر سلبي مع أتوبيسات نقل عام زحمه ليس من من لم وقر رئيس,
1468,داخليهبلطجيه جهلهوالقمعحياتهم,negative
1469,من صك جمال مبارك إلى صك أخ تعدد صك قفا واحد,negative
1470,جروب مشار إلى في ال هو جروب رسمي ل يوسفالحسيني,
1471,صباح خير و فرح و أمل و جمال حريهو سلام و نهاي كل حزن صباح مصر أم دنيا,positive
1472,رئيس فلسطيني محمود عباس هولوكوست أبشع جريم عرف بشريه في تاريخ حديث فلسطيني قال هذا كلام,
1473,فيلم دا كان لازم ياخد أوسكار جد,positive
1474,كائن فضائيه كان مفكر واحد قلع شراب بس أنا قلتلهم ان ده احتفال شمالنسيم منظمرحلاتالمريخ,neutral
1475,إن أمة خلق ما بقي إن همو ذهب خلق ذهب خلقجميل خلقجميل,positive
1476,طالب تحقيق مع دكتور محمد مرسي أهم إهان فكر رئاس جمهوريه,negative
1477,تحيامصر إنزلومايوإنتخبالسيسي تحيامصر مصرتنتخبالسيسي سأنتخبالسيسي تحيامصر,positive
1478,صورة مرسي علي مسجد أقصى و أغنى سيسي علي تلفزيون إسرائيلي شتان فارق,
1479,عدد مدينة الذي أحال قضاء عسكري اقترب من ألف مصري في سته أشهر رساله هنا ان تظاهر سلمي قد كلف سنة في سجن حربي,negative
1480,هنأ من قلب كل مصري مصري إقرار حق مصر في خارج في تصويت كل مصري,positive
1481,عالم شهد جرب انتخابي مصر لا مثيل ل ربط مصلحة مشترك أثيوبيا,positive
1482,و جدير ذكر ان دب روسي شجع جماعة مسلح بوتين طلع داعم إرهاب اوكراني مصر,negative
1483,لا آري حل سوي حكوم إنقاذ وطني ذات صلاحية مطلق,neutral
1484,وطن نحو أجر مصري عمرو حمزاوي,
1485,قنديل سيسي على تقديم برنامج انتخابي عدم تعالى علي جمهور اخبار مصر,
1486,نصاب علم تمام جريمة كمل معتمد علي غباء من أنصب على هذا هو اعلام عار في مصر مارس جريمة معتمد علي غباء جمهور,negative
1487,انتهاك حرم مسجد أقصى علي يد الصهاينه جريم لن غفر تاريخ كل صامت و سؤال عن دور مصري أصبح مطروح قوه,negative
1488,اتكلم عن نفس لو ناس كل مع قتل أنا يا سيد ضد لا وجد أي مبرر لا أنت قاس قيمة علي رواج,neutral
1489,مناسب عيد تحرير سيناء سيد رئيس ساده صانع قرار أحرق الله اسقط كامبديفيد,negative
1490,مصر كاريكاتور انتخبوالعرص,neutral
1491,بين فسيفساء تكفير تفكير مساح ليس واسعه منبسطه لا هي أرض قحط وعر مصر لبنان تونس أردن إمارة السعوديه عراق فلسطين,neutral
1492,اتهام اخوان كل من خالف ان فل دفع ناس لان كان فل عندالثوار ارتكب هذا غلط من قبل,negative
1493,قانون ثراء حرامالحلال حلال أن سرق حرام أن رجع بعض ما سرق إذا سرق في شريف ترك,
1494,سيناتور ون ماكين لعب وكر علي هاتف ثني جلس استماع سادهالمحترمون,
1495,في كل إعلان مدفوعه مل دولار في صحيفة اميركا أوربا ركز كذاب علي ان اخوان حرق كنيس في,negative
1496,عباس محرقه أبشع جريم في تاريخ حديث مغازل ما بعد مصلحة,
1497,رأس رضو يا حود انتخبوالعرص فيفيعبده,neutral
1498,اتجنن اكتب علي غلاف ورقة اجابه اوعا فتح ورقة ارجوكارجوك اكتب في ورقة الي بعد رد تحت يا حيوان,neutral
1499,شكر أخ و كل شكر مملكه علي سانده إدام الله محبه رمضان كريم,positive
1500,لهجه تونسيه فعل من احلي لهجة في عالم عربي مش صعب,positive
1501,نموذج علي مدى عبث قائم علي أمر بلد اخوان مرسي مصر,negative
1502,تخيل إحساس ظابط شرط الي عارف ان مستهدف في كل ثاني من يوم في كل حرك عمل حتي لو عيد عن طبيع عمل اخوانجماعهارهابيه,negative
1503,مصر منغيرك لا حاج و أنا من غير و لا حاج,
1504,إنتهي درس يا غبي عيال كبر عنوان هام مرحله,
1505,جالس يتغدا هو زوجة يتطنزون علي أم شاف لي حصل برالوالدين الله ياعيال من أفضل ما سمع,positive
1506,روح تحبك عبدالمجيد,positive
1507,لي حصل في داخليه أيام يناير هيطلع و اوسخ من أول هتعود هتعترض أو وقف قدام ظابط هيتمسح بكرامتك,negative
1508,مشكله ان خطاب اخوان لو عدو من تلا سته هو هو خطاب فاشي لي شغال دلوقتي من ليبرال,negative
1509,شخص من كل اثنان ايد انقلاب تراجع خلف لكن مقسم اربع مستوى ضعيف هاجم بلاوي غلاء متوسط هاجم,neutral
1510,تذكر برلمان إسلامي الذي طالب قتل الذي يتهجمون علي زار داخليه كما أدان دانى,negative
1511,أي اخوان صفقتم ثائر قتل سخرتم من بنت مصر عند هتك عرض ضمن خروج آمن طنطاوي عنان عند خلع شعب هتفتم ضد عسكر,negative
1512,شبكهالقدسالاخباريه أمريكا درس اعتماد سياده إسرائيلي علي قدس في ورقة رسميه,
1513,لم قام ثوره استمر مد ثلاث سنة ضحى كثير من أجل نفس متعصب مريض نشر فتن بين اطياف شعب ثوره بحرين,negative
1514,أنا ضد من حاول كذب في سياسه أو من اعتبر فن كذب و ليس فقط من جانب أخلاقي بل أن هذا أثبت فشل ذلك أنا,negative
1515,استغرب من محلل الذي ضخم من اعتداء علي سفار إسرائيل دعوى أن مخالف قانون دولي هي جنح مقابل جريمة إسرائي,negative
1516,حمد الله في أسعد حالة إن شفت يوم ده تحقق في أقل من سن أنا كان متخيل إن هيجي بعد ماتمر كذا سنهربنا كريم,positive
1517,خطاب عاجل إلى وزير تعليم مدرس شهيد أحمد كمال في طنطا مأسا تعامل مع أسر شهيد ثوره,negative
1518,ثائر مرج عزبهالنخل مطريه عينشمس ما نبقاش رجل لو ماطلعناش ال سيد من قسم مرج ليل مرسي اخوان انتخبوالعرص,negative
1519,رغم ان كلام أصل نقص حاج كل ما زاد رغم ان جدع أقال عمر ما اقول ساهل منزمانجدا محمدمحسن,neutral
1520,انفجار جامعهالقاهره ضر بثورتنا سلميه,
1521,لا ترك مناسب الا و رفع شعار رابع ان أسد أردوغان مصر تركيا,
1522,هتحبكلو احترم في وجود أو غياب,positive
1523,شاهد حلق جديد من برنامج بسم أمل مع قص واقعي عنوان واحد قهو علي حساب هكذا كان إنسانيه,
1524,ميدان جميع حق لكن آن في ناس معتصم إعلان مظهر مناهض في نفس مكان موقف من حكم إجتناب أن ذكر معرك جمل,neutral
1525,نجاح ل سر لكن معروف و متكامل حلم سعي إتقان إصراركتحدي صعب إستعانه الله مش كفاي ان حلم قوم اتحرك حقق حلم,neutral
1526,اتهم عصام عريان حزب حريه عداله إحداث فتن قتل إصاب مصر,negative
1527,ابتذال مل شوال شبر قاهره مصر افريقيا كوكبالارض مجرهدربالتبانه شبر,negative
1528,خصوص تحرش تحرش حقيق بنت قال لو ستر بقره ماتعرضلها ثور,
1529,مقتل جندي في رفح بيد إرهاب منظم لا دين ل لا خلق لا انتماء وطن في سيناء وادي إرهاب واحد ومصرالواحده هزم إرهاب,negative
1530,دفع مواطن من أجل ملحق صحيفة قضائي أهم إهان رئيس طريق قديم طال استعمل مبارك انتهى ب في سجن طره هل اتعظ رئيس مرسي,neutral
1531,د أبو فتح في عاشره مساء أنزعج آن من أداء أمني و هناك تباطوء متعمد من جهة أمنيه في عود أمن مصر,negative
1532,عبداللهشعبكيحبك ملك أسأل من هو في ملك مقيم في جلال عظيم علي عباد رحيم كل شئ عليم ان يشفيك,positive
1533,اعلام عار خير اسم لميس ركز سخرية ان مرسي أحس انهارده اتقلاب ما بيفوتش كل يوم مصيب أكبر من الي قبل,negative
1534,سقط سقط حكم عسكر ثورهيناير باسمرئيسالمصر انتخبوالعرص,neutral
1535,شبك اخبار محل مجهول يضرم نار في محول كهرباء أمام قري راهبين بسمنود أضرم مجهول نار,
1536,استفتاء إذا توقع فوز ليفربول يوم ضد تشلسي ريتويت ليفربولتشيلسي,
1537,يا أستاذ تيريزا خلاف مع إسلام سياسي معروف لكن لن أمارس خلاف علي حساب حقيقه احترم اختيار شعب مهما اختلف مع,neutral
1538,بعض تحدث عن ديموقراطي تعددي بين آخر يقاضون مبدع انضم قائمة مؤخر رسام كاريكتير دعاء عدل,neutral
1539,هنا خطأ من نحن حزب مدنيه قد وافق علي هذا عدم خبرة,negative
1540,انتهى زمن رئيس الذي منح جاء زمن شعب الذي وجد اعتز كرامة ما اعتمد ل هو بعض حق أنتم الذي منح ولس,neutral
1541,أجدع حاج ان الذي قصدي سيسي كل ما حاول عمل شو إعلامي في صورة تقلب على هاشتاج سخري ود بين ان حمار آخر حاج سيسيهايصالح,negative
1542,رشح صاحب هذا حساب أفضل مغرد لإفادتي في مجال لعب تدوين,positive
1543,ابتسامة خلقجميل,positive
1544,مع جورج إسحاق في وفد مجلس قومي حق إنسان مراقبه تحرك في شرق شمال قاهره دعا جميع مشاركه منع تجاوز إن وجد,neutral
1545,ازاي واحد من مفترض ان محترف سياس تحدث عن مصلحة قدر لو رجع ناس الي اتقتلت أهل غير كد متعن,negative
1546,حفل توقيع هل أخطأ ثوره مصريه كتاب جديد دكتور علاء أسواني ليل,
1547,مجزرة سوريا مستمرهأين أمة المتحده من حماي أبرياء أين عروبه قيمة الذي لا توقف عن تشدق ب أنظمه في كل مكان تتعري أمام شعب,negative
1548,مقال يوم في جريد شروق عنوان اسلاميك نميم شو,
1549,لم أغلق قنا فراع لان أكثر كذب أو فجور لكن لان أقل احترافي في كذب فجور,negative
1550,حمد الله علي سلام ابن مجند محرر و هنأ أهل و حبيب عودة و هنأ شعب مصري إطلاق سراح,positive
1551,مجلس عسكري و حكوم غير قادر علي حماي مرشح رئاسي بارز ناهيك عن توفير أمن في بلد هما مشكله و ليس حل,negative
1552,هو كل رئيس عرص حكم مصر يتشطر علي جزائر مر حج كوره دلوقتي حج إرهاب انتخبوالعرص عرصيغرد,negative
1553,إلصاق سوء سمع بمدنيههو دافع ورا استبدال شو,
1554,مدير جامع إمام استنكر ثناء علي أردوغان اعتبر تركيا دولة فاسد فاسق فاجر نشر رذيله مك السعوديه,negative
1555,اكتبرسالهلشخصدونذكراسمه كان شيء أسعد لا أعلم كيف تحول ل شيء يألمني جد,
1556,مقدر إن شغل يخليك تفرج علي داعي شرشوحه شتايمه بتوصلني من صحابيأنا أحب أضيع عمر في حاجة لذيذ مش قميئ,negative
1557,موقفنفسياعيشهمعجوزي يجي يصحيني ليل و يقولي يلا قومي صلى فجر,
1558,تجاوز حل سياسي لجوء حل أمني هو فشل سلط استهتار دم علي سلط منع إراق دم أي مصري سواء كان معتصم أو رجل أمن,negative
1559,مجدللمبتسمينصباحا,positive
1560,يوم سابع طالب قاهره شارك في معسكر فتاة جامعهالمنصوره جمص,
1561,مسخر كوميدي من يوسف حسيني علي قبض علي أحمد عارف حسن برنسحتي أنت تستخبو ردو اغبي,negative
1562,ل أصدقاء سعودي كثير معظم من كتاب فنان احب جد اعتز ب جد لكن حزين ان عامل مصري هذا طريق في بلد شقيق إسلامي,neutral
1563,فعالية توزيع بورشور أمام مسجد و توقيع كان رائع و تجاوب كان استثنائي تم رفع صور بعد قليل,positive
1564,ما دعا ضحك رثاء معا أنا أخ سبب غباء فطري و نقيصة خيانه و جبن متأصل ب ظن ان فرد دافع عن بقاء لا وطن مصر,negative
1565,عسكركاذبون يناير قادم شهد توحد قوي ثوريه قوتنافيوحدتنا أبريل اخوان ليبرالي يساري حازم,neutral
1566,حد فاكر سانتكاترين و ناس لي مات و كل واحد كان عامل في محلل سياسي شعب زياط من يوم و حاكم,negative
1567,نفس حد يغنيلي اغني اهواك عبدالحليمحافظ فرح رد حلم,positive
1568,بواب شروق عشر شارك في تظاهر تمرد إلكترونيه علي صفح مشير مصر,
1569,فريق عمل مسلسلالخطيئهيستعد تصوير مشاهد خارجيه ب أكتوبر و مقطمالعمل علي غرار مسلسل تركيه طول شريفسلامه و كاتب ستايلست انجيعلاء فنان شيريعادل,
1570,انقلاب ساقط لا محل بعد علا قيمة مصر مصر الي عنان سماء في كل بلد دنيا بعد سنة ذل هوان ناصر مبارك سيسي,neutral
1571,في عهد مرسي تم قتل مواطن اعتقال مواطن مارس على تعذيب بشع هناك عشرون حال اغتصاب رجل لماذا لم اعترض أمريكا علي حليف مرسي,negative
1572,مليون خزوق يفلقوه ده ألف توكيل زرايبي عرص مرسيرئيسي انتخبوالعرص شعبيردتحيهالرئيس مصر رابع,negative
1573,مؤتمر رجل شجاع أمين حكيم أردوغان من خلف آيهانما مؤمن اخو كتب علي هيئ اشار رابع,
1574,موجز مصرالقويه حكم جناياتالمنيا يوم هو أقصى في تاريخ مصر,
1575,مبارك يوم يناير كان أقوى كثير من مرسي الان شعب أسقط وضع في سجنلا اغتر ببلطجتكم فنهايتكم اقتربتمصر أكبر كثير من سيد مرشد,neutral
1576,أدعو مصر الي مشهد توثيق مذبح اتحاديه الذي جمع أستاذ عمر طاهر سحل ضرب رصاص تعذيب بنت لن فلت من حساب أي اخوان,negative
1577,من أجمل ذكرى طفوله أن نام في أي مكان في منزل استيقظ أنت في سرير رب ارحم كما ربى صغير,
1578,قال سيدقطب جاء إسلام رد إنسان إلى رب جعل هذا سلطههي سلط وحيده الذي يتلقي من موازي وقيمهكما تلقي من وجود حياة,
1579,هجوم بلطجيه تحت حماي جيش شرط انطلق في بورسعيد زقازيق بنها جريمة جديد في ملف عصاب انقلاب ملف اكتظ فاضي,negative
1580,احضن لي أحب كلام قول كلم حلو فجأ,
1581,وهى صهيوني دعم حماس عمر غز ذات وقت أتريد تدمير أم وقف ضد انقلاب علي من احتفل اسرائيل عزل أكل ذلك تناقض قطر,neutral
1582,مايغركيش عدد الله أنا اكترى أنا لي مش أخ أنا لي مش عسكر,neutral
1583,رفض تلفزيون مصري ظهور في برنامج عمرو خالد حمل تعتيم و تشويه مازال مستمر,negative
1584,قاللك هيعملوا موقع بدل يوتيوب وهيسموه يوتيوس هيبقي على رقبة من خرفان,negative
1585,انقلاب كشف مئة حقراء في سياسه إعلام اقتصاد فن رياض لكن أضاء غير طريق حريه شكر سيف عبد فتاح,neutral
1586,مرسي محبوس خاين مش هيرجع تصالح مرفوض سادهالمحترمون,negative
1587,طول ما بيشتمك كاتب حمقي لي فاهم إن مرسي صح حمقي لي فاهم مبارك كان صح حمقي لي فاهم حل في قمع عنف أنت أقرب حق,neutral
1588,بل هو عقل لان أسفل نعل ملئ قاذورة و قذاره كيف كان طاهر اذ مسح اسفل بعد مشي في مكان نجس,neutral
1589,مبارك راجل كويس اخوان اعدالم علي طول خط,neutral
1590,حديث عن أن شخص حدد من ل مكان في وطن من ليس ل مكان هزل,
1591,غردبطولك يالله اتحفونيايموشنموجب تتفشل,
1592,أدان أعمال عنف الذي جات ل عنصر تخريبي في محيط مبني جامع دولة عربيه سادهالمحترم,negative
1593,إنشاء قنا تركيا مباشر مصر دعم أردوغان,
1594,مرسي احترم فأهنتوه سيسي اهان فقدستموه سانتكاترين مشاجانب,
1595,إستفتاء مارس مانفعش طنطاوي قد كان أكثر شرف أشرف على قضاء حقيقي ما بال إستفتاء ملعوب في أساس تفصيل مبني علي كذب رئاسي فاضح,negative
1596,راقب تغريد وماتكتب غردبصوره غردبالخير تذكير دعمالبنات,
1597,أنصار مرسي حرق محكم متحف ملوي منيا عمل سلب نهب واسع مدينه,
1598,رفض دستور الذي نص علي محكمة مدينة عسكري,negative
1599,سلاماعلي شهيد انتصارالعربي تحي الي قوة مسلحه الذي عبر مصر من هزيمه الي نصر إن ينصركم الله لا غالب ل,positive
1600,فضح كذب قنا جزيره كشف تمثيل اخوان دور موت,negative
1601,انتخبوالعرص هذا مافعله عرص في أهل مصر,negative
1602,اسحب وثيقه دستوريه مشوهه أراد جن محايد وضع ميثاق شرف نلتف حول جميعاأولويتنا هي توحيد صف ليس مزيد من صدام فوضي,negative
1603,كان علي يقين أن هناك شيء ينتظركم بعد صبر أبهر فينسيكم مرار ألم و حزن و تضحي,neutral
1604,أنت اساحبي هتفضل اسحبي مجد أغيار,
1605,إحنا عند ثقاف اعتياد قبح ثقاف اعتياد قذاره آردوغان قدر ان بدأ نهضة نظافه شيراك ما كان عماد,negative
1606,عمرو خالد حزب مصر قام كي نجح لكن ليس عن طريق إفشال آخر,
