,Unnamed: 0.9,Unnamed: 0.8,Unnamed: 0.7,Unnamed: 0.6,Unnamed: 0.5,Unnamed: 0.4,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,user_name,user_location,user_description,user_verified,date,text,source
845,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,845.0,,Mostafa Abdo, البحر الأحمر ,,False,2022-08-25 17:02:11+00:00,@bassant_essam72 احلي حاجة  اعلان we هيغور فداهية عقبال الاستاد,Twitter for Android
846,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,846.0,,A H M E D S A H R Y, البحر الأحمر ,"الفاتحه لشيهد الوطن عقيد أركان حرب /احمد شحاته 💔
الفخر والانتماء 🦅♥️ والمجد للشهداء 74
الفاتحه لاخويا المرحوم / شهاب 💔",False,2022-08-24 22:25:38+00:00,"@IbrahimsaidAdam https://t.co/m6Kq2bSVteالباقة لسه نازلة من 20 دقيقه بس اتخصم منها 167 فليكس ومستخدمتهاش خالص 
شركة فودافون نصابة https://t.co/m6Kq2bSVte
@VodafoneEgypt https://t.co/Gw3Sols6t3",Twitter for Android
847,847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0,847.0,,A H M E D S A H R Y, البحر الأحمر ,"الفاتحه لشيهد الوطن عقيد أركان حرب /احمد شحاته 💔
الفخر والانتماء 🦅♥️ والمجد للشهداء 74
الفاتحه لاخويا المرحوم / شهاب 💔",False,2022-08-24 22:24:16+00:00,"الباقة لسه نازلة من 20 دقيقه بس اتخصم منها 167 فليكس ومستخدمتهاش خالص 
شركة فودافون نصابة https://t.co/m6Kq2bSVte https://t.co/5k4bVXlFGh",Twitter for Android
848,848.0,848.0,848.0,848.0,848.0,848.0,848.0,848.0,848.0,,A H M E D S A H R Y, البحر الأحمر ,"الفاتحه لشيهد الوطن عقيد أركان حرب /احمد شحاته 💔
الفخر والانتماء 🦅♥️ والمجد للشهداء 74
الفاتحه لاخويا المرحوم / شهاب 💔",False,2022-08-24 22:23:11+00:00,"الباقة لسه نازلة من 20 دقيقه بس اتخصم منها 167 فليكس ومستخدمتهاش خالص 
شركة فودافون نصابة https://t.co/m6Kq2bSVte

#سواريش https://t.co/NnNiUYahml",Twitter for Android
849,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,849.0,,A H M E D S A H R Y, البحر الأحمر ,"الفاتحه لشيهد الوطن عقيد أركان حرب /احمد شحاته 💔
الفخر والانتماء 🦅♥️ والمجد للشهداء 74
الفاتحه لاخويا المرحوم / شهاب 💔",False,2022-08-24 22:22:25+00:00,"الباقة لسه نازلة من 20 دقيقه بس اتخصم منها 167 فليكس ومستخدمتهاش خالص 
شركة فودافون نصابة https://t.co/m6Kq2bSVte#من_٦_٩٩ https://t.co/uV4HLYhF3a",Twitter for Android
850,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,850.0,,A H M E D S A H R Y, البحر الأحمر ,"الفاتحه لشيهد الوطن عقيد أركان حرب /احمد شحاته 💔
الفخر والانتماء 🦅♥️ والمجد للشهداء 74
الفاتحه لاخويا المرحوم / شهاب 💔",False,2022-08-24 22:21:15+00:00,"الباقة لسه نازلة من 20 دقيقه بس اتخصم منها 167 فليكس ومستخدمتهاش خالص 
شركة فودافون نصابة https://t.co/m6Kq2bSVte",Twitter for Android
851,851.0,851.0,851.0,851.0,851.0,851.0,851.0,851.0,851.0,,H E B A, البحر الأحمر ,"💉💊 Pharmacist
🇦🇹Zamalek 
❤Real madrid",False,2022-08-23 20:01:59+00:00,"انا بطل القصة انا نجمها🔥🏹
#we_are_the_champions https://t.co/xMrGIBMDTm",Twitter for Android
852,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,852.0,,𝐌𝐨𝐡𝐲, البحر الأحمر ,Dentist Stay Strong For Yourself,False,2022-08-23 15:40:56+00:00,خط اتصالات لو محتاجة @hadyessam10 https://t.co/zDNjsG8KtJ,Twitter for iPhone
853,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,853.0,,ربابٌ🇰🇼, البحر الأحمر ,ربنا يرحمك يا أمى. ربنا يرحمك يا أماني 🤍.. وَأَلحِقني بِالصّالِحينَ,False,2022-08-23 15:13:24+00:00,اتصالات بقالها ٤ ايام بتبعتلى مسج غير زيت عربيتك.. دول لو قاصدين يذلونى مش هيعملو كده.. @EtisalatEgypt  معنديش عربية والله بس لو عاوزينى اشترك فى باقة معينة وتدونى عربية هدية هكون شاكرة ليكم جداً,Twitter for Android
854,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,854.0,,Marawan Ahmed || مروان احمد, البحر الأحمر ,"{وَاغْفِرْ لِأَبِيٍ}🤲
أسواني👑  
لو الفولو بتاعك عشان يزود الفلورز عندك متعملش   https://t.co/SlBJzzymPb 
https://t.co/dNVnrc164U",False,2022-08-22 22:00:29+00:00,@M7mdi_FPL مقدم ع خط في اتصالات !!!!!,Twitter for Android
855,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,855.0,,Nemonzia 🥼🇦🇹, البحر الأحمر ,"zamalek Fc🇦🇹
NICU 🧑‍🍼

Nursing Specialist 🫀

 سبحان الله، والحمدُ لله، ولا إله إلا اللهُ، واللهُ أكبرُ، ولا 
حولَ ولا قوةَ إلا بالله.🌿🙏",False,2022-08-22 20:16:42+00:00,"ها قد حسمت ف ال رابعه عشر بتوقيت ميت عقبه ..👑🥇
We are the champion https://t.co/bbzIzmji1x",Twitter for Android
856,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,856.0,,خلفلف💫⚡, البحر الأحمر ,مجرد شخص فاقد للشغف 🪫,False,2022-08-22 16:44:16+00:00,كسم شركة We,Twitter for Android
857,857.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0,857.0,,Yasser Ahmed ❤💙, البحر الأحمر ,"Computer Science & IT - ACU 🇨🇦
22 years 
Barcelona 💙❤
 Instagram : @yasser_ahmed16",False,2022-08-21 12:54:37+00:00,@MichaelAzmy @Essam_A_ @alimkdir في قانون جديد من الجهاز القومي للاتصالات . انه خطك لو معملتش مكالمة او بعت رسالة او استخدمته ف نت لمدة 3 شهور بيتحسب منك وبينزل يتباع تاني وحد يأخذه. الحل ايه طيب؟! انك تستلف ع الخط 😂 . انا معايا خط فودافون مش بستخدمه كثير. ف مستلف عليه وليه حوالي 8 شهور او اكثر شغال,Twitter for Android
858,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,858.0,,رئيس جمهورية نفسي, البحر الأحمر ,‏ الله. الوطن. الاهلي و ليفربول,False,2022-08-20 22:22:07+00:00,اتصالات عايزة تقنعني اني خلصت 18 جيجا في 8 ايام https://t.co/g7VKYWyng1,Twitter for Android
859,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,859.0,,A7med 7amdy, البحر الأحمر ,‏‏‏‎‎‎The World#,False,2022-08-20 03:52:27+00:00,"قد أكون سئ ف رواية أحدهم فاحبب أقوله إنك مش ف روايتي 
We are not the same 😉",Twitter for Android
860,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,860.0,,🇵🇸𓂆 زينب, البحر الأحمر ,يظنُّ الناسُ بى خيرًا وإنِّى لَشَرُّ الناسِ إن لم تَعْفُ عنّى ..,False,2022-08-19 19:03:45+00:00,"لسه شايفة بوست نازل دلوقتى وهى بتوقع على قيمة اغلى كارت فى مصر مع فودافون 
ومش هنسى كلمتها فى اللايف وهى بتقول ""ويربى الصدقات"" وهى بتعيط🥺
احلام كتير كانت بتبنيها وبتسعالها بأيديها وسنانها وفى ليلة الدعوة اتحققت https://t.co/0fv6kkx4Cb",Twitter for Android
861,861.0,861.0,861.0,861.0,861.0,861.0,861.0,861.0,861.0,,B🦋, أسوان ,medical student 👩🏻‍⚕️🩺 🇰🇼||🇪🇬,False,2022-08-27 18:54:30+00:00,@AbdalrhmanShou1 دا اللي اتخزوقت فيه من we بألف وباقته ٣٠٠ جنيه تديني ٤٠ جيجا بس وطبعا مبيتجددش مره بس فالشهر😀,Twitter for iPhone
862,862.0,862.0,862.0,862.0,862.0,862.0,862.0,862.0,862.0,,ميكاسا, أسوان ,ⓘThis user just بيصيح,False,2022-08-27 04:36:08+00:00,شعري لونه orange وانتوا؟!,"Cheap Bots, Done Quick!"
863,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,863.0,,Mostafa ismail, أسوان ,"🌹أُحِبُّ الصالِحينَ وَلَستُ مِنهُم لَعَلّي أَن أَنالَ بِهِم شَفاعَه
وَأَكرَهُ مَن تِجارَتُهُ المَعاصي وَلَو كُنّا سَواءً في البِضاعَه🌹",False,2022-08-26 18:07:09+00:00,"""صديقك الحقيقي لا تحتاج أن تجري معه إتصالات بأستمرار لكي تدوم صداقتكما فالرفاق المخلصون يظلون دائمًا مع بعضهم دون النظر إلى ظروف تواصلهم.""👌",Twitter for Android
864,864.0,864.0,864.0,864.0,864.0,864.0,864.0,864.0,864.0,,Gamer out of context, أسوان ,"see you in hell bro
ahly 74. MUFC لدينا حفله رائعه وانت غير مدعو",False,2022-08-25 23:38:29+00:00,@abdallahmeh كله من اعلان موبينيل ٢٠١٢,Twitter for Android
865,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,865.0,,H E B A, أسوان ,"💉💊 Pharmacist
🇦🇹Zamalek 
❤Real madrid",False,2022-08-23 20:01:59+00:00,"انا بطل القصة انا نجمها🔥🏹
#we_are_the_champions https://t.co/xMrGIBMDTm",Twitter for Android
866,866.0,866.0,866.0,866.0,866.0,866.0,866.0,866.0,866.0,,𝐌𝐨𝐡𝐲, أسوان ,Dentist Stay Strong For Yourself,False,2022-08-23 15:40:56+00:00,خط اتصالات لو محتاجة @hadyessam10 https://t.co/zDNjsG8KtJ,Twitter for iPhone
867,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,867.0,,ربابٌ🇰🇼, أسوان ,ربنا يرحمك يا أمى. ربنا يرحمك يا أماني 🤍.. وَأَلحِقني بِالصّالِحينَ,False,2022-08-23 15:13:24+00:00,اتصالات بقالها ٤ ايام بتبعتلى مسج غير زيت عربيتك.. دول لو قاصدين يذلونى مش هيعملو كده.. @EtisalatEgypt  معنديش عربية والله بس لو عاوزينى اشترك فى باقة معينة وتدونى عربية هدية هكون شاكرة ليكم جداً,Twitter for Android
868,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,868.0,,Marawan Ahmed || مروان احمد, أسوان ,"{وَاغْفِرْ لِأَبِيٍ}🤲
أسواني👑  
لو الفولو بتاعك عشان يزود الفلورز عندك متعملش   https://t.co/SlBJzzymPb 
https://t.co/dNVnrc164U",False,2022-08-22 22:00:29+00:00,@M7mdi_FPL مقدم ع خط في اتصالات !!!!!,Twitter for Android
869,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,869.0,,Nemonzia 🥼🇦🇹, أسوان ,"zamalek Fc🇦🇹
NICU 🧑‍🍼

Nursing Specialist 🫀

 سبحان الله، والحمدُ لله، ولا إله إلا اللهُ، واللهُ أكبرُ، ولا 
حولَ ولا قوةَ إلا بالله.🌿🙏",False,2022-08-22 20:16:42+00:00,"ها قد حسمت ف ال رابعه عشر بتوقيت ميت عقبه ..👑🥇
We are the champion https://t.co/bbzIzmji1x",Twitter for Android
870,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,870.0,,خلفلف💫⚡, أسوان ,مجرد شخص فاقد للشغف 🪫,False,2022-08-22 16:44:16+00:00,كسم شركة We,Twitter for Android
871,871.0,871.0,871.0,871.0,871.0,871.0,871.0,871.0,871.0,,🇵🇸𓂆 زينب, أسوان ,يظنُّ الناسُ بى خيرًا وإنِّى لَشَرُّ الناسِ إن لم تَعْفُ عنّى ..,False,2022-08-19 19:03:45+00:00,"لسه شايفة بوست نازل دلوقتى وهى بتوقع على قيمة اغلى كارت فى مصر مع فودافون 
ومش هنسى كلمتها فى اللايف وهى بتقول ""ويربى الصدقات"" وهى بتعيط🥺
احلام كتير كانت بتبنيها وبتسعالها بأيديها وسنانها وفى ليلة الدعوة اتحققت https://t.co/0fv6kkx4Cb",Twitter for Android
872,872.0,872.0,872.0,872.0,872.0,872.0,872.0,872.0,872.0,,إبراهيم, المنيا ,مهيمن,False,2022-08-27 17:11:04+00:00,كسم الجمال لسه واخد 7 جيجا تاني ببلاش من اتصالات 😂😂😂😂😂😂😂,Twitter for Android
873,873.0,873.0,873.0,873.0,873.0,873.0,873.0,873.0,873.0,,احمد يوسف🏇🏽, المنيا ,شركة الصفوة للتجارة والتوزيع👌,False,2022-08-27 15:07:11+00:00,@loly_we_morgan @sherinhelal555 حتي لو اخدنا الجانب الأحسن وانهم يعملو ال٢٥ الف دولار وديعه مش تبرع علي اعتبار ان في فعلا مغتربين يملكو المبلغ الكبير ده ومش محتاجينه لفتره ما هو ده بردو ما اضافش جديد لان اصلا تحويلات المغربين مصدر موجود للدولار فعلا واحنا محتاجين مصادر تانيه,Twitter for Android
874,874.0,874.0,874.0,874.0,874.0,874.0,874.0,874.0,874.0,,Marwa Mohamed, المنيا ,"A 2nd yr aspiring medical student.#firstgen.🥼❤️
just remember that they all were in your shoes🙈💅",False,2022-08-25 17:44:31+00:00,"@Esraara74104279 انتي لسه بتفكري 
انا* يا نسافر سوا يا لأ
We aren't the same 😂👉👈",Twitter for Android
875,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,875.0,,A.Moataz, المنيا ,"Intern doctor

متلغبط مش مظبوط.
 https://t.co/U82veGkqWU

https://t.co/Y1z0I0mK7S",False,2022-08-24 11:20:29+00:00,@abu_baker0 @EtisalatEgypt بس خد رقم الشكوى اللي انت فاتحها في اتصالات الاول عشان تشتكي بيها,Twitter for Android
876,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,876.0,,abubaker gharib, المنيا ,"BNS faculty of medicine 
intern doctor",False,2022-08-22 10:47:20+00:00,اتصالات كاش هي اسوأ خدمة ممكن تعملها في حياتك😡😡😡😡😡😡,Twitter for Android
877,877.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,877.0,,Asmhan, المنيا ,Engineer,False,2022-08-20 21:56:10+00:00,انا تقريبا بفتح تويتر عشان اشتكي ل WE كل شوية من النت بتاعهم🧘‍♀️,Twitter for Android
878,878.0,878.0,878.0,878.0,878.0,878.0,878.0,878.0,878.0,,01021405521, المنيا ,🏀 👈,False,2022-08-20 10:55:47+00:00,"صباح الخير تحياتى للجميع
عذرا دائما الإنترنت منقطعه وترجمة لم اعرف من شركة فودافون او من المتسللين الذى فى كل مكان لم اعرف ما هو سبب تاخير التاشيره هل من أفراد معينه او من دخيل متبادل بين شئون البلدان https://t.co/z3BEI9FbZA https://t.co/D71Zwwn7N6",Twitter for Android
879,879.0,879.0,879.0,879.0,879.0,879.0,879.0,879.0,879.0,,01021405521, المنيا ,🏀 👈,False,2022-08-20 10:43:18+00:00,"@nJ734c20nHvuHzy 

صباح الخير تحياتى للجميع
عذرا دائما الإنترنت منقطعه وترجمة لم اعرف من شركة فودافون او من المتسللين الذى فى كل مكان لم اعرف ما هو سبب تاخير التاشيره هل من أفراد معينه او من دخيل متبادل بين شئون البلدان",Twitter for Android
880,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,880.0,,Magdy, المنيا ,Medical student,False,2022-08-19 21:16:57+00:00,@HusseinAljawwad ومهندس اتصالات عشان محمد صلاح ميزعلش 😂,Twitter for Android
881,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,881.0,,yota Mohammed🇵🇸, جنوب سيناء ,desire to escape🚶🏻‍♀️🖤,False,2022-08-21 16:54:44+00:00,يبعت مبلغ يبعته فودافون كاش علي الرقم ده  01067839895 وياريت كلنا ندعلها الاقدار بتتغير بالدعاء ولو حد عايز يتبرع ب ف.ص من الك.بد مقابل المبلغ المادي اللي يطلبه وتكون ف.صيلة ال.دم O+ والسن يكون من 18 الي 45 ولا يعاني من سمنه مفرطه ولا عنده اي امراض يدخل يكلمني,Twitter for Android
882,882.0,882.0,882.0,882.0,882.0,882.0,882.0,882.0,882.0,,(“”);, شمال سيناء ,listen to the man in the liquor store,False,2022-08-24 13:35:41+00:00,الابلكيشن بتاع we ده عالبايظ خالص,Twitter for iPhone
883,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,883.0,,﮼محمد﮼جازية 🏳️, شمال سيناء ,بحاول أتخيل صدمة المسيخ الدجال لما يطلع يُفسد في الأرض وميلاقيش حاجة يفسدها,False,2022-08-23 15:35:09+00:00,"@KarimSaid أحب أفكرك في آخر سنتين
أخد الزمالك دوري وسوبر اليد
من صالة حسن مصطفى
وأمبارح أخد بطولة الدوري قدم
من ملعب الاهلى we السلام
يجعل سرير موحا ، عامر",Twitter for iPhone
884,884.0,884.0,884.0,884.0,884.0,884.0,884.0,884.0,884.0,,𓂆, شمال سيناء ,"مهچور البيت بس ضل النور

medical intern.
🐈",False,2022-08-22 08:45:08+00:00,"@3alam_semsem_ @Tvc15_ اسلام لو فودافون اعمله ب 18 
أتصل ب *32#",Twitter for Android
885,885.0,885.0,885.0,885.0,885.0,885.0,885.0,885.0,885.0,,𓂆, شمال سيناء ,"مهچور البيت بس ضل النور

medical intern.
🐈",False,2022-08-22 08:26:28+00:00,@Tvc15_ انا عامله انغامي ب 18 تبع فودافون,Twitter for Android
886,886.0,886.0,886.0,886.0,886.0,886.0,886.0,886.0,886.0,,Tarek Essa, أسيوط ,"Med school, 6th year🏫
محارب عنيد لا يقبل الهزيمة ...

https://t.co/jBGspznAXQ",False,2022-08-26 23:24:25+00:00,لما بفتكر ٢٠١٢ و اغانى اعلانات رمضان، وعايدة الايوبي وكاريوكى اضحك والضحكة ضحكتين ، واعلان موبينيل عشان لازم نكون مع بعض ...الخ، بقعد اضحك ضحكات ممزوجة بالأسى والسخرية من القدر عما وصلنا إليه من أحلام وأماني... بالظبط زى ماثيو ماكونهي ف فيلم interstellar وهو بيقرأ رسايل أولاده,Twitter Web App
887,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,887.0,,Ma7amed Mahfouz, أسيوط ,".ثُم إن الله بي وبقلبي، عليمُ رحيم.  👑

.صــــــلوا ؏ ﺎلنبــي ﷺ ﴾❥✨🖤
.
.
.
سيظل بداخلي دوماً سراً يمزقني وليس يقالُ💔
.

Agricultural Engineer🌻",False,2022-08-26 08:08:24+00:00,@Talal_3 @we_ksa_ صلي الله عليه وسلم 💜,Twitter for Android
888,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,888.0,,بسام, أسيوط ,مادة خام للبؤس⏳,False,2022-08-25 16:35:22+00:00,"خسارتك مكسب، وخسارتي خسارة
We're not the same.",Twitter for Android
889,889.0,889.0,889.0,889.0,889.0,889.0,889.0,889.0,889.0,,🕊️🤍, أسيوط ,CAPRICORN♑,False,2022-08-25 00:30:34+00:00,"انا مفهمتش معني جملة 
” and here we’re strangers again “
غير لما شوفت اننا ممكن نعدي من جمب ناس كانو يوم اقرب الأشخاص لينا ولا كأننا عرفين بعض.",Twitter for Android
890,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,890.0,,يارب مارينا تدخل كُلية تمريض, أسيوط ,"She is clothed with strength and dignity,and she laughs without fear of the future(Proverbs 31:25)❤",False,2022-08-24 10:34:43+00:00,"أنت عندك صاحب تجرى عليه وقت زعلك..
أنا عامل شات لنفسى..
We are not the same.",Twitter for Android
891,891.0,891.0,891.0,891.0,891.0,891.0,891.0,891.0,891.0,,🆎️anob, أسيوط ,"ZAMALKAWY🏹🇦🇹

4th year #VetStudent",False,2022-08-24 00:20:38+00:00,"اليوووم حلو اووووي ياجدعان♥️
#we_are_the_champions https://t.co/xIU01UquCV",Twitter for Android
892,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,892.0,,Kareem Abdelgawad, أسيوط ,"Faculty of science sohag university ♦️

NEW ACCOUNT📌",False,2022-08-23 23:48:05+00:00,"إحتفالات شعب #الزمالك 🏹♥️

#الزمالك_بطل_الدورى #we_are_the_champions
@midoahm @azizelshaf3i @HaythamFarouk https://t.co/5LFH8n1r6I",Twitter for Android
893,893.0,893.0,893.0,893.0,893.0,893.0,893.0,893.0,893.0,,Kareem Abdelgawad, أسيوط ,"Faculty of science sohag university ♦️

NEW ACCOUNT📌",False,2022-08-23 22:57:48+00:00,"شعب مش جمهور والله 🏹♥️

#we_are_the_champions
#الزمالك #الزمالك_بطل_الدورى https://t.co/Gl1emLTcJ3",Twitter for Android
894,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,894.0,,Shereen 🏄🏻‍♀️, أسيوط ,"6️⃣th year medical student
'Senior ❤️'
https://t.co/HwifQpXJqX",False,2022-08-23 17:56:43+00:00,"انت ك دكتور بتشرح الدرس ف ساعة وتخلصه ... انا ك شيرين بقرأ نفس الدرس ف اسبوع واخلصه 
we are not the same 😢💔",Twitter for Android
895,895.0,895.0,895.0,895.0,895.0,895.0,895.0,895.0,895.0,,Ahmed_Salah🌟, أسيوط ,"‏اللَّهُ لَطِيفٌ بِعِبَادِهِ يَرْزُقُ مَن يَشَاءُ ۖ وَهُوَ الْقَوِيُّ الْعَزِيزُ 💙🌿

👨🏼‍⚕️✨MeDiCaL STuDenT",False,2022-08-22 21:06:46+00:00,@mowaffy22 فودافون ي اسطا 010 🙂 https://t.co/Hdo9tlcw8T,Twitter for Android
896,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,896.0,,🍭Marshmello🍭, أسيوط ,Faculty of Engineering-Communication Department📡,False,2022-08-22 02:17:07+00:00,@Nadaziidan كنت قاعد مع ابن عمي وجه واحد يعرفه قعد معانا ف بيسألني ف ايه قولتله هندسه اتصالات قالي ايه ده زيي ف بقوله ليه انت جامعة ايه قالي لا انا معهد لاسلكي بس واخد كورس CCNA,Twitter for Android
897,897.0,897.0,897.0,897.0,897.0,897.0,897.0,897.0,897.0,,Samar Omar, أسيوط ,,False,2022-08-21 20:15:45+00:00,"* Are you ready ?!👀🔥

""لا تُحَقق الأعمال وتُنجَز بالأماني، إنما بقوة الإرادة تُصنَع المُعجزات !""💪🏻
 
*We are here to change you !🤝

""تَمتزج العبارات وتتنافس الأرواح، لتتحرك الأناملُ فتَخُط أعظم الأحداث...! "" 

Wait for us soon 💛🖤

#Compass_4  
#FPA_Sohag 
#نقابة_صيادلة_سوهاج",Twitter for Android
898,898.0,898.0,898.0,898.0,898.0,898.0,898.0,898.0,898.0,,aliaa, أسيوط ,2nd year medical student 🩺.♊️,False,2022-08-19 23:31:18+00:00,بصراحة كدا شركة فودافون دي نصابه 😡,Twitter for iPhone
899,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,899.0,,Yallakora, الجيزة ,The Official Account For https://t.co/QE8pRkt5Rj,True,2022-08-27 19:29:57+00:00,"70' جوووووول، أحمد سمير يفتتح التسجيل لـ طلائع الجيش بعد إنفراد بالمرمى
🔴 طلائع الجيش 1
🆚
⚫ الأهلي 0
#دوري_وي_المصري
تابع اللقاء: https://t.co/hf76CXt5zC https://t.co/3qa7J1u3LW",TweetDeck
900,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,900.0,,Yallakora, الجيزة ,The Official Account For https://t.co/QE8pRkt5Rj,True,2022-08-27 19:28:19+00:00,"68' التبديل الأول للأهلي بدخول زياد طارق وخروج سيد غريب 
🔴 طلائع الجيش 0
🆚
⚫ الأهلي 0
#دوري_وي_المصري
تابع اللقاء: https://t.co/hf76CXsxK4",TweetDeck
901,901.0,901.0,901.0,901.0,901.0,901.0,901.0,901.0,901.0,,Yallakora, الجيزة ,The Official Account For https://t.co/QE8pRkt5Rj,True,2022-08-27 19:21:38+00:00,"62' ميكيسوني يهدر فرصة التقدم للنادي الأهلي بعد تسديدة تمر فوق العارضة 
🔴 طلائع الجيش 0
🆚
⚫ الأهلي 0
#دوري_وي_المصري
تابع اللقاء: https://t.co/hf76CXt5zC",TweetDeck
902,902.0,902.0,902.0,902.0,902.0,902.0,902.0,902.0,902.0,,الآء 🦦, الجيزة ,"~ ♡{وَلَسوفَ يُعطِيكَ رَبُكَ فَتَرْضَىٰ} O6U ,, @O6University |MED studint 👩🏻‍⚕️🩺 ♥️#Medina 🇸🇦🇪🇬",False,2022-08-27 19:19:51+00:00,@Xab32 الهوائي بتاع orange حلو يا بسبوسه لو انتِ قاعدة ف اكتوبر بس هو الراوتر غالي والباقات بتاعته برضو حلوه ابقي بصي عليها,Twitter for iPhone
903,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,903.0,,Yallakora, الجيزة ,The Official Account For https://t.co/QE8pRkt5Rj,True,2022-08-27 19:18:21+00:00,"59' رأسية من سيد غريب تمر بجوار القائم الأيسر لـ محمد بسام  
🔴 طلائع الجيش 0
🆚
⚫ الأهلي 0
#دوري_وي_المصري
تابع اللقاء: https://t.co/hf76CXt5zC",TweetDeck
904,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,904.0,,🇪🇬eng. mohamed ahmed🇪🇬, الجيزة ,🇪🇬‏‏‏‏واسلمي يا مصر انني الفدا هذه يدي ان مدت الدنيا يدا🇪🇬,False,2022-08-27 19:04:12+00:00,@Imanramadan1215 هم وبتوع we,Twitter for Android
905,905.0,905.0,905.0,905.0,905.0,905.0,905.0,905.0,905.0,,Vodafone Egypt, الجيزة ,Welcome to Vodafone Egypt’s official twitter account. You can find us on facebook & YouTube /vodafoneEgypt,True,2022-08-27 18:59:02+00:00,"@als_bbb اهلا بيك 
ممكن نعرف تفاصيل باقات الموبايل انترنت المتاحه من خلال اللينك التالي 
https://t.co/Rpd6ft2v7F

 SK",Sprinklr Publishing
906,906.0,906.0,906.0,906.0,906.0,906.0,906.0,906.0,906.0,,Mahmoud Rady 🇷🇺, الجيزة ,"@manalasuty97 💍⁦❤️⁩😘
#شلة_السلم ، #Underwriter #Fces , هذا الأكونت هزلي ساخر لا يمت للواقع بصلة صاحبه هلاس بائس كئيب مختل عقلياً وبداخله جن",False,2022-08-27 18:51:12+00:00,@we_forgiven معلمش أهو 😂,Twitter for Android
907,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,907.0,,Mahmoud Rady 🇷🇺, الجيزة ,"@manalasuty97 💍⁦❤️⁩😘
#شلة_السلم ، #Underwriter #Fces , هذا الأكونت هزلي ساخر لا يمت للواقع بصلة صاحبه هلاس بائس كئيب مختل عقلياً وبداخله جن",False,2022-08-27 18:50:41+00:00,@we_forgiven إن كان كدا يبقي ماشي ، دا خيبتنا خيبة ، أسوأ موسم ليا تقريباً من ساعة ما لعبتها 😂😂😂,Twitter for Android
908,908.0,908.0,908.0,908.0,908.0,908.0,908.0,908.0,908.0,,Vodafone Egypt, الجيزة ,Welcome to Vodafone Egypt’s official twitter account. You can find us on facebook & YouTube /vodafoneEgypt,True,2022-08-27 18:36:45+00:00,"@ShadyGad_ و ممكن التعرف علي اقرب فرع من خلال  اللينك ده 
https://t.co/r8sEIlepW6",Sprinklr Publishing
909,909.0,909.0,909.0,909.0,909.0,909.0,909.0,909.0,909.0,,Yallakora, الجيزة ,The Official Account For https://t.co/QE8pRkt5Rj,True,2022-08-27 18:31:03+00:00,"30' التعادل السلبي مازال مستمر..

🔴 طلائع الجيش 0
🆚
⚫ الأهلي 0
#دوري_وي_المصري
تابع اللقاء: https://t.co/hf76CXaWlu https://t.co/A7sQsZw5G9",TweetDeck
910,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,910.0,,Belal Mohamed, الجيزة ,CHAMP19NS 🇮🇹🏆🖤❤️,False,2022-08-27 17:57:46+00:00,"طال غياب سيمون كيير والله
@simonkjaer1989 we miss you ❤️🖤 https://t.co/yhDrhzC3Wq",Twitter for Android
