user_name,user_location,text,likes,date
Moham_Gamil, الشرقية ,"شكرا أورانج ع المعاملة المحترمة إللي اتعملت بيها معاكم ف ال Retail
شكرا أني أتعاملت كبني أدم ليا حقوق وعليا واجبات
شكرا إني مكنتش مجرد رقم
شكرا لشركة Elsafy Group شركة ال Outsourcing اللي مضيت معاها
بجد تعامل محترم وراقي جدا
@Orange_Egypt
@orange",7,2018-11-11
kholuda_1997, الشرقية ,تقريباً كدا مي كل لما تيجي تشحن فودافون بتعرفني انها شحنت و بتجبلي هديه معاها 🙆🏻‍♀️♥️@maiabed90,0,2018-09-02
be5ooooo, الشرقية ,اعلان فودافون الجديد ده خرة,0,2018-08-28
Aymanabdo74, الشرقية ,"حتي لا ننسي ولا يضيع الحق .. أزمه محمد صلاح في نقاط : 
-  استخدام صوره محمد صلاح دون وجه حق في الترويج لشركة اتصالات متعاقده مع اتحاد الكرة  رغم تعاقده مع شركه اخري عالميه مما عرضه لعقوبات ماليه كبيره لاخلاله بالتعاقد .. و بعد مماطلة طويله و تهديد تم حجب الإعلان",0,2018-08-27
maioi_asker, الشرقية ,هي شبكة اتصالات قطعت في البلد كلها ولا ليه ؟؟!,1,2018-08-05
one_chetos, الشرقية ,اعنية يا صيف ياصيف بتاعت اورانج احلي بكتير من غير اكرم حسني عبد الباسط حمودة لا يقاوم,0,2018-08-05
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-28
SaraAtef1997, الدقهلية ,اسخف حاجه ع التليفزيون اليومين دول هو اعلان احمد حلمي بتاع اتصالات بجد,5,2022-08-28
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-27
Hamdy44208798, الدقهلية ,"الجوله اللي فاتت الدفاع جابلي رقم اتصالات 
اما نشوف الجوله دي هيعمل اي",1,2022-08-27
SagedLoai, الدقهلية ,"فيه موضوع حابب اعرف نهايته 😂😅

انا كل يوم بيجيلي فلوس علي رقم فودافون كأش بتاعي بتاع الكورسات و محدش بيبلغني انه دفع

اللي بيدفع دا مثلا بيعوضني عن انه اخد ورقي مثلا و مقاليش او كدا",5,2022-08-26
Rahmayasser101, الدقهلية ,ليه اورانج من قله الالوان يعني😭😭😭,2,2022-08-26
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-25
Ahmad_eltobshy, الدقهلية ,"فودافون عملتلي تحويل للباقي الاعلى اتوماتيك 
اسكت انت احنا عارفين مصلحتك هات بس ٣٠ ج زيادة",0,2022-08-24
bmahmoud2012m, الدقهلية ,شعري لونه orange وانتوا؟!,1,2022-08-24
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-24
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-23
bmahmoud2012m, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-22
AhmedTzakaria, الدقهلية ,انا اسف يا We والله … فودافون رجعتني لايام الDial up,0,2022-08-21
pinkdreem66, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-21
bmahmoud2012m, الدقهلية ,شعري لونه orange وانتوا؟!,0,2022-08-21
Dr7oOooOooOooBY, الدقهلية ,كمية فوشيا و اورانج غير طبيعية في ميت غمر خير يا جماعة في حاجة !!,8,2022-07-11
mohamedmagdy020, الدقهلية ,"طلبات مستغرب انى معتش بطلب حاجه 
وكل خمس دقائق يبعتلى عروض عامل زى فودافون لما مشحنش يقعدوا يبعتوا خدلك باقه بخمسه جنيه 
طب بص اشحن وهيجيلك الضعف اعمل اى حاجه 😂",0,2022-07-06
Mohammedatef744, الدقهلية ,فودافون كل سنه تعمل اعلان تخليك تبغي الارتباط وانت ما تبغاه ي اخي 🤡,64,2022-04-03
NourGam09998528, الدقهلية ,"هو تقريبا مفيش فيهم غير اعلان اورانج 
وعمرو دياب عشان بحبه 😂😂😂",3,2022-04-02
zhra1792003, الدقهلية ,اعلان فودافون دا تحفه 😩❤️❤️❤️,9,2022-04-02
naheeedsmiir1, الدقهلية ,اعلان فودافون عيطني,4,2022-04-02
MoHamed40370108, الدقهلية ,اعلان فودافون جامد والي محليه عمرو دياب 💙✨,17,2022-04-02
ReemSallam4, الدقهلية ,مش لو كان عندي كتكوت دلوقتي كان زماني خلصت رصيد فودافون عليه ومكنتش ابقاا فالحيرة دي....,2,2022-03-31
2hmedkamel, الدقهلية ,تقريبا موضوع نت فودافون ده شغال عند مصر كلها ما عدا أنا,1,2022-03-30
ReemSallam4, الدقهلية ,فودافون هتطلع كل دا علينا وهتلغي الكروت الفكة ونحتاااس احنا بقاااا😫😫😫😫😫😫😫😫,2,2022-03-30
NaglaaAwaden, الدقهلية ,شبكة فودافون واقعة افتحوا الداتا هتلاقوا نت ببلاش 🦥,0,2022-03-30
omnii2ii, الدقهلية ,من احسن الشركات شركه فودافون 😂❤️,6,2022-03-30
ahmedshawky915, الدقهلية ,رمضان قرب أي حد عايزني أسامحوا يبعتلي فلوس على فودافون كاش,66,2022-03-19
anaselzoghby, الدقهلية ,"اتصالات بعتالي مبروك كسبت 500 وحده 
مش مكفيهم  الوحده اللي انا فيها !",9,2022-03-17
borsh_mohamed, الدقهلية ,انا عاوز حد يشجعني ويقولي Go Mohamed زي م فودافون بتشجع مصر,9,2022-02-06
Basem__SH97, الدقهلية ,إللي معاه شريحه ڤودافون متسجله بـإسمه يتصل على 818 بيديلك 1500 جنيه من فودافون كاش بمناسبة 2022 جربوها أنا جربتها وطلعت كذب.😌,25,2022-01-02
KaReemOzZz, الدقهلية ,انا هحول اورنج واريح دماغي #فودافون,2,2021-11-21
MoElshamy20, الدقهلية ,"#فودافون_#بلطجه_#وسرقه
#يلا_نروح_شركه_تانية",0,2021-11-21
mahfouz_saleh, الدقهلية ,اسوا شبكه فى مصر #فودافون,1,2021-11-20
eldoctor201516, الدقهلية ,بيبنوا كوبري جديد جنبنا فشالوا برجي فودافون أورانج والشبكة عندنا بقت زي الزفت,0,2021-11-16
zooba_alalawi, الدقهلية ,"رسالة الى فودافون:
ترة مصختونها وحرفيا لوعتون جبدنا، نتكم ولا ببيزة وفوقها حرامية بعد 🤮🤮🤮.",0,2021-09-26
elgeka6, الدقهلية ,محدش بقى بيرن ويسأل عليا غير شركة فودافون 😂,2,2021-09-05
hassn_hamd, الدقهلية ,إشارة فودافون.. حدش يعرف راحت فين كانت موجودة من ٣ايام؟؟؟؟؟,0,2021-09-02
KheloudAbdelna2, الدقهلية ,التيم عايز العيدية فودافون كاش وادي آخرة التطور والتكنولوجيا,1,2021-07-19
AhmedEl10777874, الدقهلية ,فودافون بتهزر ازاي ميجيبوش عمرو دياب,1,2021-04-13
YElsolia, الدقهلية ,اعلان فودافون بضان🙂,5,2021-04-13
RiZzzzQ, الدقهلية ,متأكد ان فودافون قاصده تعمل كدا عشان الكل يتكلم عليه وبكدا يبقا نجحو الاعلان قصدي الفيلم 😂,0,2021-04-13
Arefaat5000, الدقهلية ,"#فودافون
ادي اخرة الرصيد اللي بيتسحب ومانعرفش بيروح فين.🤣🤣.
عملتوا اعلان مالوش اي ستين لازمه..
وتحياتي لشريهان طبعا",0,2021-04-13
idepression5, الدقهلية ,اعلان فودافون بضان.,4,2021-04-13
Ahmeddelhadidy, الدقهلية ,اعلان فودافون دا ميشوفهوش الا ايرون مان,1,2021-04-13
unfav8, الدقهلية ,جميل الاعلان يا فودافون ياريت ميتكررش تاني بقا,12,2021-04-13
KheloudAbdelna2, الدقهلية ,"معروفة:
اعلانات اورانج حلوة
اعلانات فودافون روشة",2,2021-04-12
Ahmed_S_Sewilam, الدقهلية ,"تويته عن مدى سوء شبكه فودافون فالمنصوره😤😤
احنا لازم نقف وقفه كده نعمل مثلا مقاطعه عن الشحن او هاشتاج او اى حاجه عشان الموضوع بقاله سنين و بيبقى اسوا كل سنه 
@VodafoneEgypt",0,2021-04-09
diana_farhat00, الدقهلية ,خط اورانج  ٠١٢ عليه عرض ب ٥٠ جنيه بدل ١٤٠ جنيه مشحون وعليه باقه ٢٠٠٠ وحده نت ومكالمات 🌚,9,2021-03-27
toxicperson299, الدقهلية ,حد هكر الواتس بتاعي من اسكندريه  وبيرن عليا بيقولي يا صاحبي  اشحنلي ٣ كروت اتصالات ب ١١ جنيه شايفين الهم الي انا فيه,21,2021-03-14
hebaali551, الدقهلية ,انا مزهقه اسماء اتصالات من ساعتها عشان تقوم تكمل مذاكره ومبتردش 😂وانا مش هعرف انام كده 😅,2,2021-03-14
Mariamselim255, الدقهلية ,الناس بتصحي تلاقي هدايا وشوكولاتات قدام شقتها ليه انا اصحي الاقي خط فودافون!!!,2,2021-02-23
Ba4mo7aseb_offi, الدقهلية ,المفروض شركة اتصالات تعمل انذار لما الباقه تخلص عشان حرام الرصيد يضيع والله,63,2021-02-22
MstfaTw, الدقهلية ,"الحمدلله لا إزعاج ولا هدايا ولا إتصالات
راحة بال جامده اوي.",6,2021-02-14
mohamedmashalyy, الدقهلية ,فيرس مروان و بيري في اعلان اتصالات جحيم,1,2021-02-07
moh_attia_shwky, الدقهلية ,اغنيه اعلان #اتصالات دماغ تانيه خالص فعلا...😂😂,0,2021-01-27
Siiiiiuuuuuuu7s, الدقهلية ,"هي مش فودافون هتكمل في مصر ؟؟!!
مش هيحسنوا الخدمه بقى؟؟!!",0,2021-01-22
AbdelrahmanSo16, الدقهلية ,"اي نعم أنا انتمائي لشركة اتصالات عشان كنت شغال فيها 
بس اعلان we جامد و مبهج جدا ❤️",0,2021-01-21
MahmoudMukhtar7, الدقهلية ,"ممكن اقول إن اعلان فودافون الأخير حلو، صح؟ 

شكرا",0,2021-01-18
donia_rabi3, الدقهلية ,جماعة لو عايزة اجيب شريحة لشركة تانية غير فودافون لان شبكتها زي الزفت .. اجيب ايه؟؟,0,2021-01-05
EltrabilyKhaled, الدقهلية ,حاليا في بورسعيد و شبكة فودافون لاقطة 4G+ و عمري ما شوفتها في دمياط نهائي,6,2021-01-04
alshareef30, الدقهلية ,فودافون تعلن إنهاء المحادثات مع شركة الاتصالات السعودية بشأن بيع حصتها 55% في فودافون مصر مقابل 2.4 مليار دولار,0,2020-12-22
xisala7, الدقهلية ,"الاسوء بجدارة، تغطية سيئة جدآ، لازم أخرج من البيت عشان اعمل مكالمة
#انا_مش_قافل_التليفون_انا_فودافون",0,2020-12-20
Bester_boy, الدقهلية ,عالم باردة وعندها لا مبالاة دايماً  #انا_فودافون,0,2020-12-17
IbrahimElezabyy, الدقهلية ,"انا مش قافل موبايلى 
انا فودافون
#انا_فودافون
#VodafoneEgypt
#Vodafone
انسخها وانشرها يمكن يحسوا",0,2020-12-16
aiiasamir, الدقهلية ,يعني اي محافظه كبيره طويله عريضه زي دمياط مفيش فيها 3 عاوزين يقدمو علي راوتر wifi من اتصالات ؟!,7,2020-12-13
elawady2020, الدقهلية ,"#شركه_we_زباله
الحمد لله @etisalat @EtisalatMisr 
شركة محترمة جدا جدآ جدآ جدآ جدآ جدآ في النت أقسم بالله 😍🥰🌹♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️♥️
كمان أنك عندك إمكانية تقلل سرعة النت إلي 1 ميجا بايت مش زي @telecomegypt يقولولك إحنا اسفين يافندم أقل سرعة عندنا 30 ميجا 🤭🤭
#اتصالات ♥️",0,2020-11-27
ayaaeldawody, الدقهلية ,بيني وبينكو حسيت بالفقر اوي لما فودافون وقفولي انغامي بلس عشان الفاتوره عايزه تدفع 😂😂💔💔💔💔,1,2020-10-17
YElsolia, الدقهلية ,"ازاي اعرف العروض المشترك فيها في خط فودافون؟
@VodafoneEgypt",0,2020-10-08
ayaaeldawody, الدقهلية ,مذلوله للواي فاي علشان اشوف حلقة المسلسل وانا معايا نت اشوف بيه سلسلة مسلسلات حسبي الله ف فودافون او ف موقع ف بيتنا اي حاجه,5,2020-09-23
ayaaeldawody, الدقهلية ,مش حرام ي فودافون لما يبقا معايا ٩ جيجا ومش عرفه افتح داتا علشان الشبكه مبتجمعش 3G حتى,3,2020-09-20
NourBoika, الدقهلية ,الداتا لسه مجددها للموبايل من ساعه والصلاه علي النبي لا بتحمل تويته ولا صوره ولا فيديو وبصراحه مش عارف الاقيها من we  ولا فودافون...,0,2020-09-03
_mariammohamd8_, الدقهلية ,هي شبكه فودافون زفت كدا عندكو برضه؟؟ ولا في اييييههه,9,2020-08-30
_mariammohamd8_, الدقهلية ,جماعه مفيش اي طريقه اخد بيها ميجا بايتس من فودافون 🤦‍♀️,6,2020-08-28
Do3a2Kahlout, الدقهلية ,"أهلى من ساعه م قعدو ب الحجر وهما 24 ساعه اتصالات
بتصحينى من النوم تقلى ليش نايمه
إلى هوا طب اصحى اعمل ايه طيب 😭 😭 😭 😭",4,2020-08-26
koura_menna, الدقهلية ,"Coca.cola /Orange 
افشل شركتين في مصر عملين اعلان سوا مساء القرف",11,2020-08-10
elesawy50, الدقهلية ,اعلان اورنج احلى من اعلان فودافون مليون مرة,0,2020-07-30
KhaaledMohsen, الدقهلية ,غماعه انا نصبت على اورانج، دخلت كود ثانويه عامة وخدت ٣٠٠ ميجا وبصوا المفاجأة، انا مش ثانوية ع ا م ة👍🏻👍🏻👍🏻👍🏻👍🏻,5,2020-07-25
__7mbsolaaa__, الدقهلية ,بجد لجد يقا ي جماعه كسم فودافون شىركه متناكه 🖕🖕,0,2020-07-16
waleedelsofany1, الدقهلية ,حولت خطي اتصالات و بجد احسن قرار عملته,0,2020-07-15
Al3agamy, الدقهلية ,أنا تقريباً كده إكتشفت ثغرة عنب في تطبيق فودافون !🤔,0,2020-07-08
ayaaeldawody, الدقهلية ,هيا فودافون شالت stay home فعلا ولا رمت طوبتي بما ان انا كده كده مبخرجش,1,2020-06-22
am5________, الدقهلية ,"وانا فى ابتدائى طلع اشاعه ان فى رقم موبايل لو اتصل عليك ورديت فى  اشعه هتدخل ل جسمك و هتتشل وتموت وان اسرائيل هى اللى ورا كدا عشان تموت المصريين , وفى بهايم كتير صدقت الحوار ده , دلوقتى البهايم كبرت ومصدقين ان فى رقم فودافون بيتصل بيك واول ماترد بيهكر موبايلك ويسرق صورك",1,2020-06-09
YasoM46173269, الدقهلية ,الرقم للي انتو خايفين منه دا يا جماعه رقم شركه فودافون ولا هكر ولا نيله مش اي حاجه تصدقوها وأنا رديت عليه ودي عروض علي الباقات مش حاجه تانيه اتاكدو الاول قبل اي حاجه وانا اتاكدت من ناس صحابي في شركه فودافون 🤦,1,2020-06-09
AyaahOsman, الدقهلية ,لا يا جماعه مش يومين دول اللي مكنتش متابعه فيهم شغل المصنع الاقيهم عاملين شوز اورانج في بينك انتو بتهزرو🌚🌚🌚,0,2020-06-07
amir_sameh16, الدقهلية ,شركه فودافون دى شمال اقسم بالله..,3,2020-06-04
omaimazizo212, الدقهلية ,"فودافون   مصر دى شركه حراميه وزباله
من الساعه ٥ بحاول اتصل   ولا حد معبرنى
ده ايه الارف ده",1,2020-05-31
mayaloooon, الدقهلية ,اقل ما يقال عن إعلان فودافون ف هولندا انه تحفه فنيه,4,2020-05-21
King_A_74, الدقهلية ,حد عنده مشكله مع داتا فودافون ولا لوحدي؟,4,2020-05-14
esammohamed25, الدقهلية ,"هو مش المفروض فاتورة الأرضي اللي مش موجود دا كل ٣ شهور ٥٠ج ي جماعة مش ٦٨ ؟
@telecomegypt 

وعاوز اعرف الزاي انقل لفودافون ؟
ايه الشروط أو الطلبات عشان احول لشركة فودافون ؟",0,2020-05-12
esammohamed25, الدقهلية ,"قسماً بالله هي لما بتقفل بتقفل بشكل م يعلم بيه الا ربنا وادي اول ٢٣٠٠ج طاروا بميتين ام سوق علي ميتين ام فودافون 
بخرا علي حياتي واللي مبقيتش فاهم في ايه 
بميتين ام الرسالة المسجلة بتاع البنك الاهلي اللي علقت وصوتها خرا دا",0,2020-05-10
YElsolia, الدقهلية ,اتصالات أقوى شبكه في مصر فعلا,1,2020-05-10
esammohamed25, الدقهلية ,"بتاع المبيعات بتاع فودافون اللي انا تبعه والي بقعد ابعتله وارن عليه زوبروميت مرة بسبب زن الناس عليا وان المفروض هي يخلص شوية وينجزني
لما كلمت الشركة وقلتلهم مبيعبرش وبلا بلا بلا
الاقيه باعتلي رسالة بيقولي انت بتسلمني!
ع اساس ان افضل مستحمل زن الناس والخرا بتاعهم عشان سعادتك",0,2020-05-09
wasselnada, الدقهلية ,جماعة عاييزة حد بيفهم ف فودافون كاش😊,0,2020-05-06
a7medelkenawy, الدقهلية ,فودافون الابليكيشن بتاعها مفتوح مجاني علطول علشان اللي عاوز يشحن أو يعرف رصيده ف اي وقت يقدر يوصل اما we الشركة الوسخة من الصبح بحاول اشحن باقة اضافيه ومش عارف اوصل لصفحة الدفع يا اخى منك لله يا اللى حزقت وطلعت فكرة ان السرعه تنزل 256,0,2020-05-01
SAMRAWYYY, الدقهلية ,تخيل تكون شغال في شركة اتصالات و نت و النت يفصل عندك ف مقر الشركه😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂,2,2020-04-28
ali_hassan211, الدقهلية ,"احمد حلمي اعلان اتصالات
مني ذكي اعلان فودافون

Error 🤦🏻‍♂️",2,2020-04-26
Arsenal_zamalek, الدقهلية ,تقريبا اصعب اعلان هو اعلان اورانج،، معرفش عملت كدا ليه فينا حقيقي,2,2020-04-25
shrookwaly818, الدقهلية ,انا مش هاممني في اعلان فودافون غير كواليتي الvideo calls,1,2020-04-25
KaremAsassa, الدقهلية ,اعلان فودافون حلو جدا زي كل سنه,0,2020-04-24
Ahmedkoraiem10, كفر الشيخ ,حد يعرف نظام باقة فودافون حلو دقائق ونت؟,0,2022-08-22
Malakelbanna__, كفر الشيخ ,بجد واي فاي اتصالات اقذر حاجه ممكن تتخيلوها 🤌🏻,0,2022-07-24
moamer080, كفر الشيخ ,كنت بحب براند اتصالات في مصر جدا ومرتبط باللون الاخضر والبراند عموما بعيوبها والي كانت ممكن تتعدل ولو حد مش متخصص مكانش هياخد باله، البراند الجديد بيستخدم تقريبا نفس شكل الخط بتاع فودافون، ونفس اللون الاحمر، مش فاهم ازاي وليه وبالنسبه للوجو فهو حقيقي غريب.,0,2022-07-11
7u9YQBRq3npmAwv, كفر الشيخ ,سيرفرات شبكه فودافون واقعه وفاتحه نت مجاني حلال فيهم اللي بيعملوه في الناس,6,2022-03-30
A7med_Belal0, كفر الشيخ ,اللي معاه خط فودافون الشركه فاتحه النت   ببلاش افتحو الداتا هتلاقوها شغاله,4,2022-03-30
Rawan_el497, كفر الشيخ ,العالم كله متفق عليا ، حتى فودافون سحبت فلكساتي بعد التجديد ب يومين بالظبط🥲,0,2022-03-03
disha_elgendy, كفر الشيخ ,شركه فودافون شركه زباله وحراميه طول عمرها ومفيش فايده @VodafoneEgypt,2,2021-12-09
hm_Jr07, كفر الشيخ ,فين اعلانات اورانج وبيبسي هاه وديتوها فين,2,2021-04-15
Riihossny, كفر الشيخ ,قاعدين بقالهم 3 ايام يتخانقوا و فلوس بابي و مكسيك و فلوريدا و دبي و إعلانات و فودافون و اتصالات و ليله كبيره و ده رجع بشوية شماريخ لم لايكس في نص ساعه اكتر منهم كلهم في 3 ايام.,6,2021-02-25
mahmoudfadloonx, كفر الشيخ ,"كان يوم طين لما حبت راوتر اورانج حاجه مقرفه
@orange",1,2021-02-16
Mohamed96729951, كفر الشيخ ,"شبكه فودافون دى عاوزة اى بس مننا 🙄😅
جيبالى مكالمه طوارئ 😅",0,2021-01-11
Micky57394496, كفر الشيخ ,"الحمدلله لا ازعاج ولا هدايا ولا اتصالات
راحه بال و الله 😂",23,2020-12-31
disha_elgendy, كفر الشيخ ,حركه ان اي حد معاه خط اورانچ يروح يغير رقمه ف اي شركه تانيه فودافون او واتصالات او وي دي حلوه وفعلا هاتحرق قلبهم لو كل واحد عمل كده واتصلو سألوه عن السبب وقالوله ان احنا ببساطه منقبلش نبقي مع شركه تابعه لخروف بيسيئ لاشرف خلق الله👏🏻👏🏻,6,2020-10-25
KarimMenisy, كفر الشيخ ,عادي منا ممكن اقولك ان رمضان صبحي في أسبوع واحد خسر 10 مليون جنيه منهم 4مليون اللي رجعهم لتايجر وكان هيوقع عقد بينه وبين فودافون علشان يعمل اعلان مع محمد صلاح ب 6 مليون لكن بعد رحيله عن الأهلي رفضه لانه مبقاش محبوب من الجماهير... عرفت بقا ان اسم الاهلي هو اللي يجيب الملايين ♥️,1,2020-08-21
EslamEl10810508, كفر الشيخ ,يعني الباقة خلصت قبل ميعادها ب ٨ ايام وقولت ماشي انما اروح اشحن باقه شركة فودافون تسرق الرصيد يعني اولع ف نفسي ولا اعمل ايه يعني!!,2,2020-08-20
mernanasreldin, كفر الشيخ ,فودافون هو التوب,8,2020-04-24
ma7mod_mo7med, كفر الشيخ ,"شركه زين كالعاده بتقدم افضل اعلان عربيا حتي رمضان اللي فات واللي قبله برده ♥️♥️..
اعلان بنك مصر بيروج للبنك نفسه ونجح ف القصه دي ومازال ناجح ..
اعلان فودافون ممل بس هي عاوزه تسيطر ع اعلان شركات الاتصالات ك خدمات ترويجيه ليها مش اكتر ..
هنشوف باقي الاعلانات هتعمل ايه ☺️",8,2020-04-24
AhmedHasan1108, كفر الشيخ ,حد قبل كده فلوسه اتعلقت علي فودافون كاش؟!!,0,2020-04-09
kokobassam1, كفر الشيخ ,مينفعش تاجلوا الشغل ف فودافون بالمرة ينبكم ثواب 😎,2,2020-03-14
mahmoud_elfadly, كفر الشيخ ,إعلان أحمد حلمي بتاع اتصالات ده حصل بالحرف واحنا بنخطب لإبن خالتي كان ناقص بس الحصان في الآخر,0,2020-03-12
mernanasreldin, كفر الشيخ ,فودافون بتحطني قدام الأمر الواقع و بتبوظلي النت عشان اروح اغير خطي ل 4G 🙂🙂🙂🙂🙂,6,2020-02-27
MohamedFawzii0, كفر الشيخ ,"ياباشا انا مش فاشل ولله حطنى فى مكان وقولى طور من نفسك فيه هاعمل كده وهاسعى ورا التطوير لحد ماوصل لاعلى مكانه فيه واعلى حاجه استحقها
لما كنت فى اورانج انا كنت نازل فرع كده كده هايتقفل فا مكنش عندى طاقه انى اشتغل وكانت تحصيل حاصل مش اكتر🤚🏻
فا محدش بس يحكم علينا وهو ماشفناش🤚🏻",1,2019-11-14
sayedisco10, كفر الشيخ ,"استفسار بس يجماعة
ايه افضل الخطوط الل يتعمل عليها باقة غير فودافون ....",2,2019-10-18
EslamSharsheer, كفر الشيخ ,هي شبكه فودافون زفت ليه النهارده 😥😥,1,2019-09-16
assem_mokhimer, كفر الشيخ ,"شركة فودافون حراميه بس بيطلعو ع الTV 
@VodafoneUK @VodafoneEgypt",2,2019-08-30
iiRooma, كفر الشيخ ,بحب نورين وهيا بتشركني معاها ف لحظات حياتها برغم البعد والمسافات وبرغم اني مبقتش عامل اساسي ف يومها وشكرا لكل وسيلة اتصالات ساعدتها ع كده ❣️,8,2019-08-20
a7med_ali25, كفر الشيخ ,انتوا مش بتردوا ليه علي اللي بيتصل عليكم @orange,0,2019-07-05
MohamedFawzii0, كفر الشيخ ,"اورانج 
فرع الدوران 
يرحب بالساده الزوار 😂😂",1,2019-05-30
MohamedFawzii0, كفر الشيخ ,"يا جماعه الناس الى موبينيل 
ماتنساش تشترك فى عرض رمضان
اتصلو ب#٠١٢# وهايجيلكم كل يوم وحدات مجانا 🌙",2,2019-05-06
Attoou, كفر الشيخ ,اعلان اورانج حلووو اووووي💞💞💞💞💞💞,1,2019-05-06
Rawan_el497, كفر الشيخ ,حابه اقول ل فودافون ان dentistry will cost you برده.. ف مفيش حل لدي عندكم؟,3,2019-04-13
MohamedFawzii0, كفر الشيخ ,Orange بقت شبكه خره على الاخر وغالبا بتقع كده ولا ايه الى بيحصل مش عارف ولله,2,2019-02-16
muhmedatiif, كفر الشيخ ,"اتصالات دي جميله والله مدياني 11 جيجا x 
و 2 جيجا فري ب 30 جنيه",1,2018-11-23
FAVvvv_CAT, كفر الشيخ ,النهارده يعتبر اجمل يوم ف حياتي من اول ما بدأ وحقيقي فرحانه بمعني الكلمه اه صحيح حصل كام موقف بايخ ووقفة الكليه والخر وشركة اتصالات الكالحه وكل ده بس يوم مش هنساه  😍😍,4,2018-10-16
urfavcat_, كفر الشيخ ,دخلت في نقاش مع عامل فودافون كان عايز صاحبه الفيزا تكون موجوده،طب هنكلمهالك يقول لا تيجي بس دقيقه و هنمشيها بسرعه فا قلتله لا ماهي مش ولد قاعده في بيتها هنقلها تنزل هتنزل في ساعتها راح قايلي اه صح احنا كرجاله بننزل عادي انتوا لا و قعد يضحك كتير و حسيته هان البنات اوي,1,2018-08-10
veeeeka, كفر الشيخ ,هى شبكه فودافون فى كفر الشيخ مالها...!؟,13,2018-07-22
Omar_NoaMaN, كفر الشيخ ,شيرين رضا اوفر فشخ ف اعلان اتصالات 😐😐,1,2018-05-19
Omar_NoaMaN, كفر الشيخ ,فودافون نازله بفكره اعلانات حلوه زي كل رمضان 👏🏻👏🏻,0,2018-05-12
disha_elgendy, كفر الشيخ ,السيستيم بتاع فودافون كان واقع بليل وعملت باقه 40 جيجا وقعدت اتفرج ع افلام وحدثت البرامج كلها ونزلت حاجات كتير ولما لقو انهم بيروحو ف داهيه راحو شايلين الباقه بس انا مسكتش وعملت حاجه كمان وجالي جيجا هديه😅💪🏻,0,2018-03-09
Rodinna__, كفر الشيخ ,حقيقي بفكر احول لموبينيل او اي شبكه تانيه غير فودافون الحرميه دي علشان بجد هيموتوني ناقصه عمر والله ع الفلوس اللي بشحن بيها دي,1,2018-03-03
Dentabokhashaba, كفر الشيخ ,"انا معايا بيشنت قرفانى ف عشتى اتصالات ومحن 
وانا فعلا مدايق وعاوز أنجزلها شغلها واخلص 
وحشة اوى ومحنها محن رخيص 😂😂😂 ولو الشغلانه دى مش هتظبط بقى هبطلها 😂😂😂",1,2018-02-27
elslam_kareem, القاهرة ,"منصحش اي حد بالتعامل مع شركة فودافون اسوء خدمة واسوء خدمة عملاء في مصر 
@VodafoneEgypt 
#فودافون_اسوء_خدمة_في_مصر",0,2022-08-28
BMagued, القاهرة ,"بتكلم مع ابونا علي حوار كدة و مش موافقة عليه .. لقيته مسك القلم و قالي لا يابنتي تمام وانا هصليلك علي المذبح و فتح نوتة كدة orange و كتب فيها .. 
قولتله لا طالما النوتة البرتقاني ديه خلاص انا موافقة و ضحكته كالعادة اللي بتسندني 🤍🙈✨",0,2022-08-28
MennaSaiieed, القاهرة ,لو سألوني بجد نفسك في ايه يرجع هقول ايام ما كنت شغالة في فودافون..بجد احلي ايام في حياتي كفاية ان فيها ناس سالكة❤️❤️,0,2022-08-28
ikalany, القاهرة ,انا مش شحات انا عايز اجدد باقه النت وواقف علي جنيه ونص رصيد 😅😇 فودافون,1,2022-08-28
sahrularekboiz, القاهرة ,شعري لونه orange وانتوا؟!,0,2022-08-28
medoyosef, القاهرة ,"حرام بلد بحجم مصر تبقي كلها حراميه نت
وي فودافون اورانج اتصالات
وزاره التنظيم القومي للسرقه
#امسك_حرامي_النت_في_مصر",1,2022-08-27
medoyosef, القاهرة ,"احلي حراميه نت
وي فودافون اتصالات اورانج
#امسك_حرامي_النت_في_مصر",4,2022-08-27
antellabokom39, القاهرة ,سبع كباري جداد ومفيش سرير فمستشفي 🥰كلام هايل ويقشعر الجسم فعلا وانت سايب ابوك تعبان وقاعد تعد فالكباري ؟ اي مستشفي هتدخل طواري مش هيخرج قبل عمل الازم وكمان تسيبه فالطواري وانت اعمل اتصالات اعرف فيه اماكن والا لا وبعدين تنقله مش واخده وبتفسحه فالكباري بس غلطته انه خلف عيل عبيط🥰,200,2022-08-27
ask_egypt_, القاهرة ,"🔸من الخاص🔸:

السلام عليكم ورحمة الله وبركاته ..

افضل شركة اتصالات في شرم الشيخ انترنت
باقة بشكل عام و كيف أسعارها و أفضل مكان تاخذ الشريحة منه ؟

#اسأل_مصر",0,2022-08-27
